LAMMPS data file via write_data, version 22 Jul 2025, timestep = 40000, units = real

648 atoms
2 atom types
432 bonds
1 bond types
216 angles
1 angle types

-0.034030771343635635 18.678528771343196 xlo xhi
-0.034030771343635635 18.678528771343196 ylo yhi
-0.034030771343635635 18.678528771343196 zlo zhi

Masses

1 15.9994
2 1.008

Pair Coeffs # lj/cut/coul/long

1 0.15535 3.166
2 0 0

Bond Coeffs # harmonic

1 553.935 1

Angle Coeffs # harmonic

1 45.767 109.47

Atoms # full

4 2 1 -0.8476 3.1437948653471155 4.851808949455043 7.862114472256564 0 0 0
6 2 2 0.4238 3.200712965667128 5.845136154426996 7.646564019899877 0 0 0
528 176 2 0.4238 3.8364028768762353 3.951450718970267 6.215490087871748 1 1 0
573 191 2 0.4238 2.8788181567853126 5.634541390015353 3.523595592199459 1 0 1
384 128 2 0.4238 1.3419059547668455 5.752681294395151 5.120198997611481 0 0 0
383 128 2 0.4238 1.8075385041069811 7.209936985297445 4.836485672636329 0 0 0
382 128 1 -0.8476 2.2045582790563905 6.28342957794565 4.898974331151411 0 0 0
571 191 1 -0.8476 3.2941753313878137 5.1383153833486475 2.74851302150161 1 0 1
68 23 2 0.4238 3.0811352350805126 1.4792319579516013 1.7180227262919359 0 0 0
378 126 2 0.4238 4.130821678198556 6.877627723429311 2.2678114309316864 0 0 1
572 191 2 0.4238 4.272900797031767 4.966111749230506 3.0806246036244023 1 0 1
646 216 1 -0.8476 2.0722605015569893 2.9932696288481075 1.510476899118604 1 0 1
647 216 2 0.4238 2.6862112601899453 3.5080680532463835 2.1827649512420857 1 0 1
420 140 2 0.4238 3.9220987003041654 6.94660522726364 5.453872744244508 0 0 0
648 216 2 0.4238 1.1674037756465607 2.948132947667276 2.02587344035318 1 0 1
67 23 1 -0.8476 3.258931059927201 0.5189845628076754 1.687758092270222 0 0 0
377 126 2 0.4238 5.263720937914383 7.7326724571216054 3.0570430309082353 0 0 1
69 23 2 0.4238 3.889874435116482 0.42054321907474645 0.8520007552449865 0 0 0
615 205 2 0.4238 4.114369923508555 4.869731157722123 9.062472328906654 1 1 -1
376 126 1 -0.8476 4.6413678500887885 7.726834734260943 2.3138521720560337 0 0 1
566 189 2 0.4238 0.6143196473310146 1.507320568060538 7.512155980058535 1 0 0
565 189 1 -0.8476 0.4502145621794185 1.111252383587851 8.40050685128454 1 0 0
